arrabida,0,0,628,307,629,0,0,0,0
arrabida,0,12,805,221,415,0,0,0,0
arrabida,0,0,731,340,473,0,0,0,0
arrabida,0,0,1023,0,614,0,0,0,0
arrabida,0,197,553,316,392,0,0,0,0
arrabida,0,428,719,240,304,0,0,0,0
arrabida,0,102,831,325,478,0,0,0,0
arrabida,0,0,854,0,681,0,0,0,0
arrabida,0,332,705,355,413,0,0,0,0
arrabida,0,160,1023,154,297,0,0,0,0
arrabida,0,0,999,255,468,0,0,0,0
arrabida,0,29,458,336,438,0,0,0,0
arrabida,0,33,1023,35,767,0,0,0,0
arrabida,0,0,1023,94,542,0,0,0,0
arrabida,0,0,1023,175,451,0,0,0,0
arrabida,0,0,1023,233,444,0,0,0,0
arrabida,0,121,665,569,698,0,0,0,0
arrabida,0,0,866,298,501,0,0,0,0
arrabida,0,324,727,304,406,0,0,0,0
arrabida,0,0,1023,206,491,0,0,0,0
arrabida,0,379,692,117,190,0,0,0,0
arrabida,0,72,1023,0,570,0,0,0,0
arrabida,0,373,922,143,293,0,0,0,0
arrabida,0,88,905,227,392,0,0,0,0
arrabida,0,53,817,140,316,0,0,0,0
arrabida,0,111,1023,122,358,0,0,0,0
arrabida,0,25,819,347,519,0,0,0,0
arrabida,0,152,983,111,290,0,0,0,0
arrabida,0,6,961,169,353,0,0,0,0
arrabida,0,0,748,332,751,0,0,0,0
arrabida,0,0,594,117,388,0,0,0,0
arrabida,0,0,911,193,375,0,0,0,0
arrabida,0,45,1023,207,433,0,0,0,0
arrabida,0,160,561,429,516,0,0,0,0
arrabida,0,0,934,0,685,0,0,0,0
arrabida,0,0,1023,124,597,0,0,0,0
arrabida,0,0,1023,291,557,0,0,0,0
arrabida,0,248,442,142,188,0,0,0,0
arrabida,0,35,913,261,472,0,0,0,0
arrabida,0,203,1023,323,705,0,0,0,0
arrabida,0,23,965,219,437,0,0,0,0
arrabida,0,0,592,115,1023,0,0,0,0
arrabida,0,100,967,257,464,0,0,0,0
arrabida,0,0,739,262,408,0,0,0,0
arrabida,0,113,371,343,401,0,0,0,0
arrabida,0,303,737,94,183,0,0,0,0
arrabida,0,0,1023,87,325,0,0,0,0
arrabida,0,108,882,192,368,0,0,0,0
arrabida,0,428,825,106,188,0,0,0,0
arrabida,0,51,991,180,361,0,0,0,0
arrabida,0,0,1023,0,560,0,0,0,0
arrabida,0,313,1023,61,232,0,0,0,0
arrabida,0,133,866,101,271,0,0,0,0
arrabida,0,0,1023,422,684,0,0,0,0
arrabida,0,135,653,287,396,0,0,0,0
arrabida,0,195,552,348,424,0,0,0,0
arrabida,0,123,913,238,411,0,0,0,0
arrabida,0,115,948,155,347,0,0,0,0
arrabida,0,143,926,303,445,0,0,0,0
arrabida,0,98,762,520,682,0,0,0,0
arrabida,0,77,617,369,469,0,0,0,0
arrabida,0,0,1023,304,538,0,0,0,0
arrabida,0,0,1023,260,476,0,0,0,0
arrabida,0,700,1023,295,358,0,0,0,0
arrabida,0,96,868,273,421,0,0,0,0
arrabida,0,0,858,158,546,0,0,0,0
arrabida,0,84,848,410,574,0,0,0,0
arrabida,0,338,860,337,446,0,0,0,0
arrabida,0,197,942,132,289,0,0,0,0
arrabida,0,0,1023,48,365,0,0,0,0
arrabida,0,0,1023,203,562,0,0,0,0
arrabida,0,113,1023,153,357,0,0,0,0
arrabida,0,377,768,295,384,0,0,0,0
arrabida,0,137,821,166,335,0,0,0,0
arrabida,0,0,1023,212,439,0,0,0,0
arrabida,0,301,743,550,641,0,0,0,0
arrabida,0,166,901,134,335,0,0,0,0
arrabida,0,155,767,195,1023,0,0,0,0
arrabida,0,275,2755,690,1210,0,0,0,0
arrabida,0,435,2935,1295,1765,0,0,0,0
arrabida,0,112,671,122,237,0,0,0,0
arrabida,0,677,1573,208,378,0,0,0,0
arrabida,0,125,1767,230,610,0,0,0,0
arrabida,0,43,2293,660,1163,0,0,0,0
arrabida,0,34,1596,272,574,0,0,0,0
arrabida,0,-10,4740,170,2670,0,0,0,0
arrabida,0,99,1021,291,483,0,0,0,0
arrabida,0,10,4300,1610,2430,0,0,0,0
arrabida,0,198,784,107,290,0,0,0,0
arrabida,0,69,827,225,383,0,0,0,0
arrabida,0,10,881,148,302,0,0,0,0
arrabida,0,135,3380,780,1425,0,0,0,0
arrabida,0,30,999,80,275,0,0,0,0
arrabida,0,66,592,159,291,0,0,0,0
arrabida,0,13,1194,259,573,0,0,0,0
arrabida,0,-1,748,100,264,0,0,0,0
arrabida,0,4,1588,128,620,0,0,0,0
arrabida,0,51,449,84,163,0,0,0,0
arrabida,0,-3,1613,0,1067,0,0,0,0
arrabida,0,384,857,313,413,0,0,0,0
arrabida,0,760,5240,1720,2470,0,0,0,0
arrabida,0,950,2755,1335,1725,0,0,0,0
arrabida,0,52,1022,0,623,0,0,0,0
arrabida,0,45,486,100,186,0,0,0,0
arrabida,0,30,2550,555,1210,0,0,0,0
camara,0,35,3000,0,3170,0,0,0,0
camara,0,20,3000,0,3180,0,0,0,0
camara,0,0,3000,0,3210,0,0,0,0
camara,0,25,3000,0,3090,0,0,0,0
camara,0,0,2975,0,3290,0,0,0,0
camara,0,0,2975,0,3310,0,0,0,0
camara,0,0,2985,0,3150,0,0,0,0
camara,0,920,3000,0,3060,0,0,0,0
camara,0,5,2590,0,3200,0,0,0,0
camara,0,0,2710,0,3165,0,0,0,0
camara,0,0,2450,0,3165,0,0,0,0
camara,0,0,2500,0,3220,0,0,0,0
camara,0,0,2945,0,3160,0,0,0,0
camara,0,0,2745,0,3105,0,0,0,0
camara,0,0,2660,0,3090,0,0,0,0
camara,0,0,2535,0,3125,0,0,0,0
camara,0,0,2490,0,3175,0,0,0,0
camara,0,855,3000,0,2970,0,0,0,0
camara,0,825,3000,0,2955,0,0,0,0
camara,0,845,3000,0,2960,0,0,0,0
camara,0,815,3000,0,2970,0,0,0,0
camara,0,750,3000,0,2975,0,0,0,0
camara,0,665,3000,0,2965,0,0,0,0
camara,0,505,3000,0,2980,0,0,0,0
camara,0,965,4000,0,2485,0,0,0,0
camara,0,355,4000,160,2990,0,0,0,0
camara,0,0,3995,150,3000,0,0,0,0
camara,0,0,2730,805,3420,0,0,0,0
camara,0,490,3370,75,2490,0,0,0,0
camara,0,975,3000,720,3040,0,0,0,0
camara,0,410,3000,805,3090,0,0,0,0
camara,0,320,3000,760,3045,0,0,0,0
camara,0,0,2505,725,3020,0,0,0,0
camara,0,945,3000,685,3050,0,0,0,0
camara,0,945,3000,710,3065,0,0,0,0
camara,0,970,3000,730,3070,0,0,0,0
camara,0,940,3000,840,3090,0,0,0,0
camara,0,910,3000,815,3090,0,0,0,0
camara,0,880,3000,735,3105,0,0,0,0
camara,0,765,3000,755,3080,0,0,0,0
camara,0,615,3000,780,3080,0,0,0,0
camara,0,1185,3000,850,3370,0,0,0,0
camara,0,295,3000,0,3250,0,0,0,0
camara,0,380,3000,0,3110,0,0,0,0
camara,0,5,3000,0,3255,0,0,0,0
camara,0,10,3000,0,3280,0,0,0,0
camara,0,5,3000,0,3325,0,0,0,0
camara,0,0,3000,0,3280,0,0,0,0
camara,0,20,3000,0,3415,0,0,0,0
camara,0,0,2985,105,3535,0,0,0,0
camara,0,0,2985,145,3555,0,0,0,0
camara,0,0,2940,160,3430,0,0,0,0
camara,0,0,2800,105,3460,0,0,0,0
camara,0,375,3000,0,3135,0,0,0,0
camara,0,335,3000,0,3120,0,0,0,0
camara,0,355,3000,0,3120,0,0,0,0
camara,0,300,3000,0,3105,0,0,0,0
camara,0,270,3000,0,3125,0,0,0,0
camara,0,45,3000,0,3155,0,0,0,0
camara,0,5,3000,0,3195,0,0,0,0
camara,0,15,3000,0,3235,0,0,0,0
camara,0,0,3985,0,2995,0,0,0,0
camara,0,1460,3000,0,3565,0,0,0,0
camara,0,1070,3000,45,3510,0,0,0,0
camara,0,845,3000,70,3460,0,0,0,0
camara,0,750,3000,100,3535,0,0,0,0
camara,0,595,2450,0,3530,0,0,0,0
camara,0,255,2245,0,3490,0,0,0,0
camara,0,105,3000,0,3395,0,0,0,0
camara,0,15,3000,0,3550,0,0,0,0
camara,0,0,2990,0,3170,0,0,0,0
camara,0,0,2960,0,3110,0,0,0,0
camara,0,0,2845,0,3110,0,0,0,0
camara,0,1505,3000,0,3600,0,0,0,0
camara,0,1445,3000,0,3610,0,0,0,0
camara,0,1445,3000,75,3530,0,0,0,0
camara,0,1435,3000,60,3590,0,0,0,0
camara,0,1450,3000,60,3555,0,0,0,0
camara,0,1405,3000,45,3540,0,0,0,0
camara,0,1355,3000,45,3530,0,0,0,0
camara,0,1305,3000,70,3565,0,0,0,0
camara,0,635,3000,55,2885,0,0,0,0
camara,0,465,3000,0,2990,0,0,0,0
camara,0,445,3000,655,3225,0,0,0,0
camara,0,0,2005,430,3230,0,0,0,0
camara,0,780,2605,1050,2635,0,0,0,0
camara,0,470,2265,830,2645,0,0,0,0
camara,0,1205,2325,1445,2380,0,0,0,0
camara,0,1840,2985,1015,1925,0,0,0,0
camara,0,1685,2795,0,710,0,0,0,0
camara,0,1550,2620,570,1495,0,0,0,0
clerigos,0,1310,3000,10,3390,0,0,0,0
clerigos,0,665,2345,0,4000,0,0,0,0
clerigos,0,315,2160,0,3880,0,0,0,0
clerigos,0,1255,2695,0,2980,0,0,0,0
clerigos,0,430,2200,0,3990,0,0,0,0
clerigos,clerigos 0.40,950,2470,0,2995,997,3001,142,2858
clerigos,0,1210,3000,0,3990,0,0,0,0
clerigos,clerigos 0.35,440,2065,0,3900,678,2274,939,3511
clerigos,0,345,2010,0,3425,0,0,0,0
clerigos,0,1310,2750,0,2610,0,0,0,0
clerigos,0,960,2455,0,2960,0,0,0,0
clerigos,0,970,2390,0,2325,0,0,0,0
clerigos,0,815,2615,115,3980,0,0,0,0
clerigos,0,440,1945,0,3860,0,0,0,0
clerigos,0,355,1975,0,3070,0,0,0,0
clerigos,clerigos 0.33,955,2410,0,2945,1133,2817,0,2866
clerigos,0,300,1895,0,2980,0,0,0,0
clerigos,0,980,2385,0,2010,0,0,0,0
clerigos,0,415,1920,0,2990,0,0,0,0
clerigos,0,1265,2135,0,3450,0,0,0,0
clerigos,0,685,2160,0,3585,0,0,0,0
clerigos,0,930,2375,0,1915,0,0,0,0
clerigos,0,640,2050,0,1830,0,0,0,0
clerigos,0,1110,2410,0,2945,0,0,0,0
clerigos,clerigos 0.46,970,2450,0,2975,721,3244,0,3000
clerigos,0,1025,2395,0,2445,0,0,0,0
clerigos,clerigos 0.44,515,1995,0,3765,331,2650,1091,3371
clerigos,clerigos 0.33,1500,2475,0,2980,920,3041,171,2733
clerigos,clerigos 0.51,1270,2320,0,3620,994,2539,0,3722
clerigos,0,1035,1500,400,1485,0,0,0,0
clerigos,0,1720,2780,0,2760,0,0,0,0
clerigos,0,1490,1645,1655,1970,0,0,0,0
clerigos,0,1420,2405,0,2065,0,0,0,0
clerigos,0,310,1720,0,2965,0,0,0,0
clerigos,0,280,1635,0,2925,0,0,0,0
clerigos,0,1645,2990,0,3465,0,0,0,0
clerigos,clerigos 0.43,1025,2015,0,3640,801,2131,795,3183
clerigos,0,745,935,525,1080,0,0,0,0
clerigos,0,1075,2675,140,3980,0,0,0,0
clerigos,0,380,1840,0,3165,0,0,0,0
clerigos,0,1535,2475,0,3085,0,0,0,0
clerigos,0,470,2030,0,3810,0,0,0,0
clerigos,0,1485,2995,0,3270,0,0,0,0
clerigos,0,1345,2255,0,3370,0,0,0,0
clerigos,0,1210,2855,0,3940,0,0,0,0
clerigos,0,480,1835,0,3260,0,0,0,0
clerigos,0,700,2105,0,3960,0,0,0,0
clerigos,0,335,1720,0,2735,0,0,0,0
clerigos,clerigos 0.43,1175,2125,0,3495,747,2328,0,4000
clerigos,0,1390,1565,1520,1900,0,0,0,0
clerigos,0,1350,2995,0,3540,0,0,0,0
clerigos,clerigos 0.34,1595,2495,0,2995,962,3027,0,3000
clerigos,0,1565,3000,5,3225,0,0,0,0
clerigos,0,555,2135,0,3985,0,0,0,0
clerigos,clerigos 0.41,1065,2055,0,3650,823,2154,373,3567
clerigos,0,1575,2560,0,2920,0,0,0,0
clerigos,clerigos 0.50,1065,2020,0,3625,715,2229,501,3447
clerigos,0,530,2870,0,2740,0,0,0,0
clerigos,0,665,2865,0,2805,0,0,0,0
clerigos,0,605,2835,0,2990,0,0,0,0
clerigos,0,555,2790,0,3170,0,0,0,0
clerigos,0,505,2770,0,3300,0,0,0,0
clerigos,0,580,2870,0,3570,0,0,0,0
clerigos,0,495,2855,0,3640,0,0,0,0
clerigos,0,620,2845,0,3690,0,0,0,0
clerigos,0,645,2810,0,3760,0,0,0,0
clerigos,0,655,2830,0,3830,0,0,0,0
clerigos,0,680,2910,150,3880,0,0,0,0
clerigos,0,625,2785,0,2180,0,0,0,0
clerigos,0,725,2760,0,2185,0,0,0,0
clerigos,0,605,2790,0,2235,0,0,0,0
clerigos,0,790,2820,0,2300,0,0,0,0
clerigos,0,710,2760,0,2300,0,0,0,0
clerigos,0,655,2730,0,2450,0,0,0,0
clerigos,0,620,2740,0,2475,0,0,0,0
clerigos,0,635,2615,0,2640,0,0,0,0
clerigos,0,1040,1655,335,3335,0,0,0,0
clerigos,clerigos 0.33,1190,1830,0,2805,1151,1836,0,3362
clerigos,0,1110,1795,285,3160,0,0,0,0
clerigos,0,1455,2130,0,2825,0,0,0,0
clerigos,0,2060,2850,0,2270,0,0,0,0
clerigos,0,2090,2925,0,2740,0,0,0,0
clerigos,0,2365,3580,0,2210,0,0,0,0
clerigos,0,1980,3000,5,3010,0,0,0,0
clerigos,0,1905,2960,0,3185,0,0,0,0
clerigos,0,1635,2860,0,3250,0,0,0,0
clerigos,0,1490,2785,0,3445,0,0,0,0
clerigos,0,1300,2620,0,3545,0,0,0,0
clerigos,0,1200,2520,0,3655,0,0,0,0
clerigos,0,1530,2850,175,3780,0,0,0,0
clerigos,0,1455,2495,0,2990,0,0,0,0
clerigos,0,1455,2075,670,2315,0,0,0,0
clerigos,0,1565,2170,380,2115,0,0,0,0
clerigos,0,2655,3000,0,1545,0,0,0,0
clerigos,0,2465,3000,465,1920,0,0,0,0
clerigos,0,2285,3000,420,2045,0,0,0,0
clerigos,0,2005,2775,485,2055,0,0,0,0
clerigos,0,1800,2585,505,2195,0,0,0,0
clerigos,0,2385,2845,580,1620,0,0,0,0
clerigos,0,3175,3725,10,1335,0,0,0,0
clerigos,0,2685,3295,300,1550,0,0,0,0
clerigos,0,1410,1835,880,2105,0,0,0,0
clerigos,0,1240,1620,1305,2410,0,0,0,0
clerigos,0,2115,2615,1295,2370,0,0,0,0
clerigos,0,2370,2890,1260,2435,0,0,0,0
clerigos,0,1260,1640,1345,2450,0,0,0,0
clerigos,0,1245,1640,1320,2460,0,0,0,0
clerigos,0,1305,1705,1325,2470,0,0,0,0
clerigos,0,1335,1695,1335,2405,0,0,0,0
clerigos,0,1400,1815,1340,2475,0,0,0,0
clerigos,0,1635,2005,1365,2430,0,0,0,0
clerigos,0,1725,2170,1315,2480,0,0,0,0
clerigos,0,1980,2445,1320,2440,0,0,0,0
clerigos,0,2240,2775,1135,2240,0,0,0,0
clerigos,0,1665,2075,1245,2275,0,0,0,0
musica,0,0,2370,320,1835,0,0,0,0
musica,0,835,3265,280,1835,0,0,0,0
musica,0,30,1835,10,2940,0,0,0,0
musica,0,325,2150,5,1835,0,0,0,0
musica,0,0,2740,50,1715,0,0,0,0
musica,0,5,1835,0,3085,0,0,0,0
musica,0,405,3265,190,1835,0,0,0,0
musica,0,0,2985,0,1835,0,0,0,0
musica,0,0,2930,0,1395,0,0,0,0
musica,0,0,1640,0,2160,0,0,0,0
musica,0,10,1835,75,2760,0,0,0,0
musica,0,300,3265,0,1825,0,0,0,0
musica,0,0,3235,45,1835,0,0,0,0
musica,0,100,3265,90,1835,0,0,0,0
musica,0,0,2430,100,1720,0,0,0,0
musica,0,0,1685,380,2105,0,0,0,0
musica,0,0,2950,225,1705,0,0,0,0
musica,0,335,2735,320,1550,0,0,0,0
musica,0,350,2645,295,1380,0,0,0,0
musica,0,725,2820,400,1470,0,0,0,0
musica,0,635,2680,500,1405,0,0,0,0
musica,0,550,2635,495,1475,0,0,0,0
musica,0,0,1340,1185,2140,0,0,0,0
musica,0,15,1835,1155,2075,0,0,0,0
musica,0,0,1685,525,1390,0,0,0,0
musica,0,475,2460,520,1335,0,0,0,0
musica,0,825,2415,535,1250,0,0,0,0
musica,0,315,2680,445,1600,0,0,0,0
musica,0,0,1545,165,1540,0,0,0,0
musica,0,220,3000,125,1425,0,0,0,0
musica,0,1500,3265,190,1475,0,0,0,0
musica,0,695,2525,180,1400,0,0,0,0
musica,0,0,1040,0,1460,0,0,0,0
musica,0,1695,3265,310,1390,0,0,0,0
musica,0,915,2360,400,1200,0,0,0,0
musica,0,85,1535,1185,2015,0,0,0,0
musica,0,1505,2595,515,1245,0,0,0,0
musica,0,1090,1430,710,1885,0,0,0,0
musica,0,805,2315,445,1330,0,0,0,0
musica,0,150,1775,1045,2125,0,0,0,0
musica,0,715,2290,405,895,0,0,0,0
musica,0,1115,2515,0,1295,0,0,0,0
musica,0,415,1750,940,2275,0,0,0,0
musica,0,550,2690,180,1585,0,0,0,0
musica,0,1975,3265,0,1595,0,0,0,0
musica,0,305,1775,0,1485,0,0,0,0
musica,0,190,2390,135,1535,0,0,0,0
musica,0,800,2185,890,1150,0,0,0,0
musica,0,0,1650,0,1485,0,0,0,0
musica,0,730,2060,250,1470,0,0,0,0
musica,0,375,1835,485,2385,0,0,0,0
musica,0,1225,2640,235,1520,0,0,0,0
musica,0,775,1475,465,1440,0,0,0,0
musica,0,120,2205,250,1580,0,0,0,0
musica,0,1135,3265,0,1565,0,0,0,0
musica,0,80,2245,90,1650,0,0,0,0
musica,0,65,3015,0,1685,0,0,0,0
musica,0,15,3265,25,1835,0,0,0,0
musica,0,1275,3265,0,1610,0,0,0,0
musica,0,0,1605,380,1280,0,0,0,0
musica,0,1325,2925,405,1315,0,0,0,0
musica,0,1475,2740,440,1205,0,0,0,0
musica,0,950,2185,560,1195,0,0,0,0
musica,0,830,1835,985,1710,0,0,0,0
musica,0,0,1275,1165,1905,0,0,0,0
serralves,0,260,827,271,434,0,0,0,0
serralves,0,340,745,85,213,0,0,0,0
serralves,0,145,555,240,506,0,0,0,0
serralves,0,342,731,173,300,0,0,0,0
serralves,0,195,924,233,436,0,0,0,0
serralves,0,307,778,170,323,0,0,0,0
serralves,0,98,559,130,268,0,0,0,0
serralves,0,0,682,231,522,0,0,0,0
serralves,0,0,1023,154,487,0,0,0,0
serralves,0,0,815,103,307,0,0,0,0
serralves,0,303,768,139,285,0,0,0,0
serralves,0,100,1023,180,455,0,0,0,0
serralves,0,143,948,106,359,0,0,0,0
serralves,0,383,698,182,343,0,0,0,0
serralves,0,225,879,253,452,0,0,0,0
serralves,0,74,877,83,645,0,0,0,0
serralves,0,147,891,101,332,0,0,0,0
serralves,0,43,1023,107,431,0,0,0,0
serralves,0,229,1023,0,534,0,0,0,0
serralves,0,5,3520,280,1605,0,0,0,0
serralves,0,10,3530,1720,2720,0,0,0,0
serralves,0,450,5210,610,2450,0,0,0,0
serralves,0,205,2335,795,1515,0,0,0,0
serralves,0,2,1022,85,585,0,0,0,0
serralves,0,253,2583,507,1153,0,0,0,0
serralves,0,1137,2187,960,1217,0,0,0,0
serralves,0,195,4220,445,1790,0,0,0,0
serralves,0,183,655,45,281,0,0,0,0
serralves,0,141,286,69,150,0,0,0,0
serralves,0,84,528,64,379,0,0,0,0
serralves,0,273,1437,133,997,0,0,0,0
serralves,0,113,763,299,491,0,0,0,0
serralves,0,297,917,203,528,0,0,0,0
serralves,0,28,638,69,272,0,0,0,0
serralves,0,1,548,94,343,0,0,0,0
serralves,0,149,515,39,144,0,0,0,0
serralves,0,275,692,18,170,0,0,0,0
serralves,0,504,1492,374,612,0,0,0,0
serralves,0,2,540,42,350,0,0,0,0
serralves,0,314,933,17,228,0,0,0,0
serralves,0,51,244,34,86,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
none,0,0,0,0,0,0,0,0,0
